영문명(추가),성명,제목,저자수,게재면,역할,val_title,val_pages,val_rank
jin seunghyeon,진승현,태권교육 공연이 웹서비스 방송이 결합된 K-POP 태권 한류 콘텐츠 서비스 실현 연구,1,24-40,제1저자,unknown--,unknown--,unknown--
jin seunghyeon,진승현,"일제강점기 역사 서사를 중심으로 한 스토리텔링의 환경과 그에 따른 문제점과 개선 방안 연구 - 밀정, 암살, 박열, 동주, 군함도 그리고덕혜옹주 중심으로 -",1,1-9,제1저자,unknown--,unknown--,unknown--
jin seunghyeon,진승현,영상제작을 바탕으로 한 실무 중심의 교육의 환경과 그 효과에 따른 실무 중심의 효율적 발전 방안 연구,1,135-143,제1저자,unknown--,unknown--,unknown--
jin seunghyeon,진승현,소규모(공연등)공연콘텐츠 활성화를 위한 플랫폼 구축과 현황분석과 효과적인 대안 연구,1,30-40,제1저자,unknown--,unknown--,unknown--
jin seunghyeon,진승현,"영상 속에 나타난 즉흥 연기와 공연 연기에 대한 내면적 서스펜스에 대한 연구 - 영화 “전주에서 길을 묻다 ” 와 홍상수 , 허진호 감독 영화 중심으로 -",1,40-50,제1저자,unknown--,unknown--,unknown--
jin seunghyeon,진승현,2019 제18회 MITAK FILM FESTIVAL,1,,책임,unknown--,unknown--,unknown--
jin seunghyeon,진승현,MITAK2017   창문 너머의 인간,1,,책임,unknown--,unknown--,unknown--
jin seunghyeon,진승현,2017 WLU International Digital Design Invitation Exhibition   /     Escape from time to time,1,,책임,unknown--,unknown--,unknown--
Jieun Jung,정지은,문화거버넌스 형성을 위한 국제영화제의 운영 방안에 관한 연구: 부산국제영화제와 부천국제판타스틱 영화제를 중심으로,2,73-81,교신저자,unknown--,unknown--,unknown--
Jieun Jung,정지은,지역 문화공간으로서 작은영화관의 현황 및 발전 방향에 관한 연구: 영국 농촌영화관 지원 사례 비교를 중심으로,2,171-180,제1저자,unknown--,unknown--,unknown--
Jieun Jung,정지은,케이팝(K-POP)을 위한 스토리텔링 전략에 관한 연구: 방탄소년단(BTS)을 중심으로,1,63-72,제1저자,unknown--,unknown--,unknown--
Jieun Jung,정지은,장애인 문화예술교육의 운영 방안에 관한 사례연구: 일본 하나아트센터와 수원 에이블아트센터를 중심으로,2,171-180,제1저자,unknown--,unknown--,unknown--
Jieun Jung,정지은,지역예술축제의 거버넌스 구조에 따른 서비스품질과 스토리텔링이 방문객 만족도에 미치는 영향: 브랜드 자산의 매개효과를 중심으로,1,153-160,제1저자,unknown--,unknown--,unknown--
"Hong, Jong Youl",홍종열,Human-machine interaction: A case study on fake news detection using a backtracking based on a cognitive system,5,77-81,공동저자,valid,valid,valid
"Hong, Jong Youl",홍종열,Cultural intelligence as education contents: Exploring the pedagogical aspects of effective functioning in higher education,4,1-10,제1저자,valid,invalid,valid
"Hong, Jong Youl",홍종열,A study on experience contents of Baekje Muryeong Royal tomb using virtual reality,4,1-10,공동저자,invalid (0.89),invalid,valid
"Hong, Jong Youl",홍종열,Blog Reliability Analysis with Conflicting Interests of Contexts in the Extended Branch for Cyber-security,6,143693-143698,공동저자,valid,valid,valid
"Hong, Jong Youl",홍종열,EU's Cultural Heritage Policy and its Strategic Mapping,1,9709-9712,제1저자,unknown--,unknown--,unknown--
"Hong, Jong Youl",홍종열,Intercultural Competence and Prejudice,1,1110-1117,제1저자,valid,valid,valid
"Hong, Jong Youl",홍종열,"Cultural Diversity and Openness: focused on European Capital of Culture, Pilsen",2,1500-1507,제1저자,valid,valid,valid
"Hong, Jong Youl",홍종열,유럽연합(EU)의 문화창조산업 프로젝트,1,1-208,책임,unknown--,unknown--,unknown--
"Hong, Jong Youl",홍종열,"Cultural Heritage: Perspectives, Challenges and Future Directions",10,97-112,책임,invalid (0.24),invalid,invalid
"Hong, Jong Youl",홍종열,"Understanding Cultural Diversity in Education: Perceptions, Opportunities and Challenges",15,277-296,책임,invalid (0.34),invalid,invalid
Kim Kiyoon,김기윤,AR 초기 이용자들의 속성이 AR콘텐츠 채택과 이용에 미치는 영향에 관한 탐색적 연구-AR콘텐츠 이용자들의 이용 인식과 이용 경험을 중심으로,1,38-48,제1저자,unknown--,unknown--,unknown--
Kim Kiyoon,김기윤,증강현실 서비스의 지각된 특성이 만족감과 이용의도에 미치는 영향에 관한 연구,2,187-211,제1저자,unknown--,unknown--,unknown--
Kim Kiyoon,김기윤,가상현실콘텐츠제작(가상현실 콘텐츠 기획),9,1-90,책임,unknown--,unknown--,unknown--
Kim Kiyoon,김기윤,가상현실콘텐츠제작(가상현실 시스템 기획),9,1-90,공동,unknown--,unknown--,unknown--
Kim Kiyoon,김기윤,가상현실콘텐츠제작(가상현실 촬영),9,1-90,공동,unknown--,unknown--,unknown--
Kim Kiyoon,김기윤,가상현실콘텐츠제작(가상현실 영상 편집),9,1-90,공동,unknown--,unknown--,unknown--
Kim Kiyoon,김기윤,가상현실콘텐츠제작(2D그래픽 디자인),9,1-90,공동,unknown--,unknown--,unknown--
Kim Kiyoon,김기윤,가상현실콘텐츠제작(3D그래픽 디자인),9,1-90,공동,unknown--,unknown--,unknown--
Kim Kiyoon,김기윤,가상현실콘텐츠제작(가상현실 음향 제작),9,1-90,공동,unknown--,unknown--,unknown--
Kim Kiyoon,김기윤,가상현실콘텐츠제작(가상현실 콘텐츠 배포),9,1-90,책임,unknown--,unknown--,unknown--
NA YUN BIN,나윤빈,웹툰의 매체변환 과정에서의 협업체계 연구,2,227-240,교신저자,unknown--,unknown--,unknown--
NA YUN BIN,나윤빈,SNS 광고속성이 구매의도 및 브랜드 태도에 미치는 영향 : 설득지식의 조절효과를 중심으로,1,58-68,제1저자,unknown--,unknown--,unknown--
NA YUN BIN,나윤빈,스캐폴딩이 창의적 협업 성과에 미치는 영향 : 바운더리 오브젝트의 매개효과를 중심으로,3,1-14,교신저자,unknown--,unknown--,unknown--
NA YUN BIN,나윤빈,"인문도시 지향 정책 추진이 지역사회, 도시브랜드, 주민행복에 끼치는 영향 연구",1,1-103,,unknown--,unknown--,unknown--
NA YUN BIN,나윤빈,스마트 미디어 시대의 독서문화 제고와 전자책의 미래,1,1-229,책임,unknown--,unknown--,unknown--
Ahn Sungsook,안성숙,서비스 진정성이 고객만족과 구전 및 재이용의도에 미치는 영향- 항공사 서비스를 중심으로 -,1,91-105,제1저자,unknown--,unknown--,unknown--
Ahn Sungsook,안성숙,가치-태도-행동 모델에 기반한 공유숙박에 대한 소비자행동의 이해: 에어비앤비 서비스를 중심으로,2,97-119,제1저자,unknown--,unknown--,unknown--
Ahn Sungsook,안성숙,중소기업의 신제품개발 관련 흡수역량이 신제품 성과에 미치는 영향,2,17-26,제1저자,unknown--,unknown--,unknown--
Ahn Sungsook,안성숙,여행객의 보유 자원유형이 지각된 공항면세점 쇼핑가치에 미치는 영향 -출국경험의 조절효과를 중심으로 -,3,107-121,제1저자,unknown--,unknown--,unknown--
Ahn Sungsook,안성숙,The Role of CSR Proximity and Psychological Distance as a Marketing Strategy,3,75-83,교신저자,valid,valid,valid
Ahn Sungsook,안성숙,Study on the Donation and Consumer Attitude for the Retail Brand Management,3,49-56,제1저자,valid,valid,valid
Ahn Sungsook,안성숙,소비자 질적 조사방법,9,1-389,책임,unknown--,unknown--,unknown--
KIM TAE EUN,김태은,중국 광고학 연구의 탐색적 고찰: 광고연구에 게재된  통합적 마케팅 커뮤니케이션(IMC) 문헌 분석을 중심으로,3,34-52,제1저자,unknown--,unknown--,unknown--
KIM TAE EUN,김태은,CSR광고의  모델속성이 기업태도에 미치는 인과모형분석: 메시지 진정성 매개 효과,2,53-61,제1저자,unknown--,unknown--,unknown--
KIM TAE EUN,김태은,"디지털 콘텐츠 유형과 광고효과의 관계에 관한 연구: DOOH콘텐츠의 창의성, 호기심, 인게이지먼트를 중심으로",3,5-30,공동저자,unknown--,unknown--,unknown--
KIM TAE EUN,김태은,"뮤지컬  광고커뮤니케이션이 관객의 관람태도, 관람의도 및 재관람의도에 미치는 영향",2,281-290,교신저자,unknown--,unknown--,unknown--
KIM TAE EUN,김태은,Message and Model Selection according to the Themes of CSR Advertisement,2,365-381,제1저자,unknown--,unknown--,unknown--
KIM TAE EUN,김태은,광고PR실무를 위한 전략적커뮤니케이션,12,63-76,공동,unknown--,unknown--,unknown--
JUNG CHANG MO,정창모,B2B 고객추천콘텐츠가 지각된 구매위험에 미치는 영향: 트랜스포테이션과 콘텐츠 신뢰성의 매개효과를 중심으로,4,51-75,제1저자,unknown--,unknown--,unknown--
JUNG CHANG MO,정창모,"일의 의미가 소비가치에 미치는 영향: 사무직 종사자의 노동, 경력, 소명 지향을 중심으로",2,529-551,교신저자,unknown--,unknown--,unknown--
JUNG CHANG MO,정창모,뮤지컬 관람객의 사전지식이 관람만족 및 구전의향에 미치는 영향,2,59-93,교신저자,unknown--,unknown--,unknown--
JUNG CHANG MO,정창모,"How Business Reference Content (BRC) Affects B2B Purchase Decision? : The Role of Content Format, Transportation and Content Credibility",1,00-00,,unknown--,unknown--,unknown--
Lee Ji Hun,이지훈,매체 홍보를 통한 ‘제주 해녀’ 스토리텔링의 감정적 애착 형성과정 연구,2,285-295,교신저자,unknown--,unknown--,unknown--
Lee Ji Hun,이지훈,"게임광고 모델의 매력성, 부합성, 존경성이 게임광고 신뢰성 및 인지, 게임구매의도에 미치는 영향에 관한 연구",1,311-320,제1저자,unknown--,unknown--,unknown--
Lee Ji Hun,이지훈,캐릭터 스토리의 독창성과 캐릭터의 매력성 및 친근성이 캐릭터 제품 선호도에 미치는 영향에 관한 연구,1,47-56,제1저자,unknown--,unknown--,unknown--
Lee Ji Hun,이지훈,미디어 콘텐츠영향에 의한 지역 관광 활성화 정책 연구,1,353-363,제1저자,unknown--,unknown--,unknown--
Lee Ji Hun,이지훈,"A Study on the Influence of Game Enthusiasm, Game Individual lessons, and Human Relationships on Game Satisfaction in Online Team Game Competitions",2,364-374,제1저자,valid,invalid,valid
Lee Ji Hun,이지훈,Effective Policy Development to Promote Cultural Activities of Local Residents in Chungcheongbuk-do,2,236-244,제1저자,valid,valid,valid
Lee Ji Hun,이지훈,Local Storytelling for Invigorating the Tourism Image: Focusing on TV Contents,1,401-409,제1저자,unknown--,unknown--,unknown--
Lee Ji Hun,이지훈,A Study on the Effects of Functional Emotions Occurring at the Workplace on the Resting Activities and Emotional Recovery,3,447-453,제1저자,valid,valid,valid
Lee Ji Hun,이지훈,An Examination on the Influence of Tourists on the Dispute with Local Native: Focusing on the Local Cultural Heritage Streets and Complexes,3,137-147,제1저자,valid,valid,valid
Lee Ji Hun,이지훈,Effect of Mobile Commerce Interaction Characteristics on Game Advertising Effect and Game Re-purchase Intent,2,59-69,교신저자,valid,valid,valid
Jeong Jae Seon,정재선,모바일 헬스케어 앱의 지속사용의도에 미치는 심리적 요인의 영향 연구,4,445-456,교신저자,unknown--,unknown--,unknown--
Jeong Jae Seon,정재선,모바일 헬스케어 앱의 지속적 수용에 관한 연구: 인지된 용이성의 확장을 중심으로,3,81-117,제1저자,unknown--,unknown--,unknown--
Jeong Jae Seon,정재선,"공포소구에 의한 광고가 광고태도에 미치는 영향: 분노, 사회규범, 효능감의 조절 효과를 중심으로",1,60-83,제1저자,unknown--,unknown--,unknown--
Jeong Jae Seon,정재선,노인들의 사회적 지지와 온라인 건강정보행동: 임파워먼트의 매개효과와 헬스 리터러시의 조절효과를 중심으로,2,163-190,교신저자,unknown--,unknown--,unknown--
Jeong Jae Seon,정재선,"장노년층의 사회위험인식에 영향을 미치는 요인 연구: 미디어 환경, 고령사회 환경, 사회자본의 영향과 연령대의 조절효과",3,163-190,교신저자,unknown--,unknown--,unknown--
Jeong Jae Seon,정재선,노인들의 건강 정보 수용: 임파워먼트의 역할,2,273-299,교신저자,unknown--,unknown--,unknown--
Jeong Jae Seon,정재선,What Influences Adolescents’ Rumor Acceptance and Support for Participation in Sociopolitical Issues?Analyzing the Role of Patterns and Levels of Comm,2,86-109,제1저자,unknown--,unknown--,unknown--
Jeong Jae Seon,정재선,Who is Caring for the Caregiver? The Role of Cybercoping for Dementia Caregivers,3,5-13,제1저자,valid,valid,valid
Jeong Jae Seon,정재선,The Influence of Information Appraisals and Information Behaviors on the Acceptance of Health Information: A Study of Television Medical Talk Shows in,2,972-979,제1저자,valid,valid,valid
Jeong Jae Seon,정재선,"The effects of antismoking campaigns on nonsmokers in South Korea: perceived threat, attribution, and help-giving",2,10.1080/13548506.202,공동저자,valid,invalid,valid
"Jeong, Heon",정헌,들뢰즈의 시간-이미지와 디지털 미학,1,141-167,제1저자,unknown--,unknown--,unknown--
"Jeong, Heon",정헌,디지털 하이브리드 이미지 존재론에 관한 연구,1,117-124,제1저자,unknown--,unknown--,unknown--
"Jeong, Heon",정헌,디지털 시네마의 물질적 특성에 대한 미학적 고찰,1,29-44,제1저자,unknown--,unknown--,unknown--
"Jeong, Heon",정헌,필름크래프트-촬영감독,1,1-197,책임,unknown--,unknown--,unknown--
So Won Jeong,정소원,"수출중소기업의 시장지향성, 브랜딩역량 및 신제품개발역량이 수출시장에서의 경쟁우위에 미치는 영향: 기업유형간 비교를 중심으로",3,69-100,공동저자,unknown--,unknown--,unknown--
So Won Jeong,정소원,Social capital and technology alliance performance of Korean exporting SMEs,4,245-259,제1저자,unknown--,unknown--,unknown--
So Won Jeong,정소원,홈쇼핑 기업과 소비재 중소기업의 해외 동반진출에 관한 사례연구,3,153-165,교신저자,unknown--,unknown--,unknown--
So Won Jeong,정소원,"Determinants of U.S. Buyer Loyalty toward Gobizkorea.com: A Study Focused on Country Image, E-Service Quality, and Satisfaction",3,203-232,교신저자,unknown--,unknown--,unknown--
So Won Jeong,정소원,Network evolution and cultivation patterns during the internationalization process: case analyses from Korean SMEs,4,323-351,제1저자,valid,valid,valid
So Won Jeong,정소원,Dimensional effects of Korean SME’s entrepreneurial orientation on internationalization and performance: The mediating role of marketing capability,3,195-215,교신저자,valid,valid,valid
So Won Jeong,정소원,Entry market choices and Post-entry growth patterns among born globals in consumer goods sectors,4,958-980,공동저자,valid,valid,valid
So Won Jeong,정소원,NIE-based SME brand building in foreign markets: an exploratory study,4,63-79,교신저자,valid,valid,valid
So Won Jeong,정소원,The temporal effects of social and business networks on international performance of South Korean SMEs,3,1042-1057,제1저자,valid,valid,valid
So Won Jeong,정소원,Impact of External Knowledge Inflow on Product and Process Innovation of Korean SMEs: Absorptive Capacity as a Mediator,3,219-234,제1저자,valid,valid,valid
Jaeho Shin,신재호,The Effect of Innovation Constraints on Search Strategies in the Service Industry,3,37-54,제1저자,invalid (0.28),invalid,invalid
Jaeho Shin,신재호,The Effect of Sustainability as Innovation Objectives on Innovation Efficiency,3,1966:1-13,제1저자,valid,invalid,valid
Jaeho Shin,신재호,Does Reduction of Material and Energy Consumption Affect to Innovation Efficiency? The Case of Manufacturing Industry in South Korea,3,1178:1-14,제1저자,valid,invalid,valid
Jaeho Shin,신재호,What is the Right Innovation Type for Your Industry?: Evidence from Chemical Firms in Korea,4,643:1-16,제1저자,valid,invalid,valid
Jaeho Shin,신재호,革新 制約要因이 企業의 革新 成果와 效率性에 미치는 影響에 關한 硏究: 輸出 企業과 內需 企業을 中心으로,1,1-126,,,,
